Day,Date,Time,Junction,Speed
Thursday,2/3/2023,20:00,J22-J21A,63
Thursday,2/3/2023,20:00,J21A-J21,61
Thursday,2/3/2023,20:00,J21-J20,65
Thursday,2/3/2023,20:00,J20-J19,69
Thursday,2/3/2023,20:00,J19-J18,70
Thursday,2/3/2023,20:00,J18-J17,70
Thursday,2/3/2023,20:00,J17-J16,64
Thursday,2/3/2023,20:00,J16-J15A,63
Thursday,2/3/2023,20:00,J15A-J15,61
Thursday,2/3/2023,20:00,J15-J14,60
Thursday,2/3/2023,20:00,J14-J13,65
Thursday,2/3/2023,20:00,J13-J12,67
Thursday,2/3/2023,20:00,J12-J11A,68
Thursday,2/3/2023,20:00,J11A-J11,61
Thursday,2/3/2023,20:00,J11-J10,60
Thursday,2/3/2023,20:00,J10-J9,63
Thursday,2/3/2023,20:00,J9-J8,60
Thursday,2/3/2023,20:00,J8-J7,65
Thursday,2/3/2023,20:00,J7-J6A,54
Thursday,2/3/2023,20:00,J6A-J6,62
Thursday,2/3/2023,20:00,J6-J5,60
Thursday,2/3/2023,20:00,J5-J4,59
Thursday,2/3/2023,20:00,J4-J2,61
Thursday,2/3/2023,20:00,J2-J1,60
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
